"date","Dasyatis_akajei","Sardinops_melanostictus","Engraulis_japonicus","Plotosus_lineatus","Plecoglossus_altivelis","Saurida_sp.","Syngnathus_schlegeli","Hippocampus_coronatus","Mugil_cephalus","Hyporhamphus_sajori","Pterois_lunulata","Scorpaena_miostoma","Scorpaenodes_littoralis","Sebastiscus_marmoratus","Sebastes_thompsoni","Sebastes_inermis","Sebastes_oblongus","Sebastes_pachycephalus.pachycephalus","Inimicus_japonicus","Hypodytes_rubripinnis","Platycephalus_sp..2","Inegocia_japonica","Hexagrammos_otakii","Hexagrammos_agrammus","Furcina_osimae","Furcina_ishikawae","Pseudoblennius_cottoidae","Lateolabrax_japonicus","Epinephelus_akaara","Epinephelus_awoara","Apogon_semilineatus","Seriola_dumerili","Trachurus_japonicus","Leiognathus_nuchalis","Equulites_rivulatus","Lutjanus_ophuysenii","Lutjanus_russellii","Parapristipoma_trilineatum","Acanthopagrus_schlegelii","Pagrus_major","Sillago_japonica","Upeneus_tragula","Upeneus_japonicus","Chaetodon_modestus","Chaetodontoplus_septentrionalis","Goniistius_zonatus","Goniistius_quadricornis","Ditrema_temmincki","Chromis_notata.notata","Abudefduf_vaigiensis","Terapon_jarbua","Rhyncopelates_oxyrhynchus","Oplegnathus_fasciatus","Oplegnathus_punctatus","Girella_punctata","Choerodon_azurio","Semicossyphus_reticulatus","Pseudolabrus_sieboldi","Suezichthys_gracilis","Halichoeres_poecilopterus","Halichoeres_tenuispinnis","Dictyosoma_burgeri","Stichaeus_nozawai","Parapercis_snyderi","Parapercis_sexfasciata","Parablennius_yatabei","Istiblennius_enosimae","Omobranchus_fasciolatoceps","Omobranchus_elegans","Petroscirtes_springeri","Petroscirtes_breviceps","Calliurichthys_japonicus","Repomucenus_curvicornis","Trimma_grammistes","Eviota_abax","Chaenogobius_gulosus","Sagamia_geneionema","Gymnogobius_heptacanthus","Pterogobius_zonoleucus","Pterogobius_elapoides","Istigobius_campbelli","Istigobius_hoshinonis","Cryptocentrus_filifer","Acentrogobius_pflaumii","Tridentiger_trigonocephalus","Favonigobius_gymnauchen","Siganus_fuscescens","Sphyraena_pinguis","Paralichthys_olivaceus","Pleuronichthys_cornutus","Rudarius_ercodes","Thamnaconus_modestus","Stephanolepis_cirrhifer","Paramonacanthus_japonicus","Takifugu_pardalis","Takifugu_snyderi","Takifugu_poecilonotus","Takifugu_niphobles"
1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667,0,0,0.333333333333333,172.666666666667,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,1.66666666666667,0,0,0,0,5.33333333333333,0,0,0,0,8,0,44,0,0,5,0,0.333333333333333,1,0,0,0,0,0,0,0,0.333333333333333,0,2.33333333333333,0,0,2,0,0,0,0,36.6666666666667,0,0,1,0.333333333333333,17,67.3333333333333,0,0,0,0,0,9.66666666666667,0,8.33333333333333,0,0,0,0.333333333333333,2
1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,100,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,4.33333333333333,0,0,0,0,4,0,0.666666666666667,0,0,8.66666666666667,0,0.333333333333333,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,95,0,0,0,0,1.66666666666667,21.3333333333333,0,0,33.3333333333333,0,0,16.3333333333333,0,7.66666666666667,0,0,0,0.333333333333333,0.333333333333333
1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,100,0,0,0.333333333333333,0.333333333333333,3.33333333333333,0.666666666666667,0.333333333333333,0,0,1,0,0,0,0,1,0,0,0,0,1.33333333333333,0,30,0.333333333333333,0,5.66666666666667,0,0,1,0,0,0,0,0,0,0,0,0,5.66666666666667,0,0,0.333333333333333,0,13.3333333333333,0,0,67.3333333333333,0,0,0.333333333333333,0.333333333333333,4,16,0,12.6666666666667,10,0,0,9,0,3,0,0,0,0.333333333333333,0
1377,0,0,16.6666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0,0,0,0,0,66.6666666666667,0,0,0,0,1.66666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,0,18.6666666666667,0,0,4.33333333333333,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,22,0,0,0.333333333333333,0.666666666666667,2.66666666666667,15,0,36.6666666666667,16.6666666666667,0,0,4,0,1,0.333333333333333,0,0,1.66666666666667,0.333333333333333
1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,133.333333333333,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.333333333333333,0,16.6666666666667,0,0,4,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0.333333333333333,0.333333333333333,0.333333333333333,2,31,0,0,0,0,0,8,0,0.333333333333333,0,0,0,1.33333333333333,1.66666666666667
1400,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3333333333333,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0.333333333333333,1.66666666666667,28.3333333333333,0,0,0,0,0,5.33333333333333,0,0,0.333333333333333,0,0,1,1
1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3333333333333,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.666666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.6666666666667,0,0,0.666666666666667,0,3,48.3333333333333,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0.333333333333333,0
1430,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0.666666666666667,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,15.3333333333333,0,0,0,0,2,14,0,0,0,0,0,1.33333333333333,0,0,0,0,0,1,0.666666666666667
1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33333333333333,9.33333333333333,0,0,0,0,0,2,0,0,0,0,0,0.333333333333333,1.33333333333333
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,4.66666666666667,11.6666666666667,0,0,0,0,0,1.66666666666667,0,0.333333333333333,0.333333333333333,0,0,1.66666666666667,1
1487,0,0,0,0,16.6666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,1.66666666666667,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.33333333333333,11.6666666666667,0,0,0,0,0,2.66666666666667,0,0,0.333333333333333,0,0,2.66666666666667,1
1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,1,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,6.66666666666667,8,0,0,0,0,0,0.333333333333333,0,0,0,0,0,1,1.66666666666667
1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,4,7.66666666666667,0,0,0,0,0,0,0,0,0.333333333333333,0,0,2,1.66666666666667
1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,1.66666666666667,12,0,0,0,0,0,1.66666666666667,0,0,0,0,0,2.33333333333333,1
1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,4,2.66666666666667,0,0,0,0,0,1,0,0,0,0,0,1.33333333333333,3.33333333333333
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.3333333333333,0,0,0,0,0,1.66666666666667,0,0,0,0,0,1,1
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0.333333333333333,1,9.66666666666667,0,0,0,0,0,0.666666666666667,0,0,0,0,0,1.33333333333333,0
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,2,0,0.333333333333333,0,0,0,0.333333333333333,0
1606,0,0,466.666666666667,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,21.6666666666667,0,0,0,0,0,0,2,0.333333333333333,0,0,0,0,0,0,0,0,66.6666666666667,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,1,1.66666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,0.666666666666667,4.66666666666667,0,0,0,0,0.333333333333333,1.33333333333333,0,0,0,0,0,1,0
1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0.666666666666667,0,0,1.33333333333333,0,0,0,1.33333333333333,0,0,0,0,0,10,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,5.33333333333333,0,0,0,0,0,0,3,0,0,4,0,2.33333333333333,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,106.666666666667,0,0,2,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0,0,0,0,0,5.66666666666667,0,0,0,0,0,2,0
1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,18,0,0,0,0.333333333333333,0,0,1.33333333333333,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,1.33333333333333,0,0,2.33333333333333,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,1,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,1,0.666666666666667
1654,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,5.66666666666667,0,0,0.333333333333333,0,0,0,1.66666666666667,0.333333333333333,0,0,0,0,0,0,0,0,110.333333333333,0,0,0,0,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,6.33333333333333,0,0,4,0,0.666666666666667,1.33333333333333,0,0,0,0,0,0,0,1.33333333333333,0,0.333333333333333,0,0,0,0,1,0,0,2.33333333333333,0,0,0.333333333333333,0,1,3,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0.666666666666667,0
1669,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,13.6666666666667,0,0,0,0.333333333333333,0,0,2.66666666666667,0,0,0,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,101.666666666667,0,0,0,0,0,1.66666666666667,4.66666666666667,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,0,0,5.33333333333333,0,1.33333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,100,0,0,20,0,0,0,0.666666666666667,4.33333333333333,6,0,0,0,0,0,1,0,0,0,0,0,1,0
1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66666666666667,0,0,0,0.333333333333333,0,0,1,0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0,3.33333333333333,0,0,0,0,13.3333333333333,1.33333333333333,1,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,2.66666666666667,0,0,1.66666666666667,0,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,2.33333333333333,48.6666666666667,0,0.333333333333333,0,0,0.333333333333333,1.66666666666667,0,0,0,0,0,0.666666666666667,0
1697,0,0,0,160,0,0,0,0,0,0,0,0,0,0.333333333333333,0,17.6666666666667,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,87.6666666666667,0,0,0,0,5,8.66666666666667,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,5.33333333333333,0,1,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,10,0,0,0,0,0,0,0,2.66666666666667,108.666666666667,0,0,15.3333333333333,0,0,7.33333333333333,0,0,0,0,0,1.66666666666667,0.666666666666667
1704,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,0,0.333333333333333,1.33333333333333,0,0,201.666666666667,0,0,0.666666666666667,0,3.33333333333333,6,1,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,4,0,0,5.66666666666667,0,0.666666666666667,3.33333333333333,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0.666666666666667,2.33333333333333,102,0,0,20,0,0,9.33333333333333,0,0.333333333333333,0,0,0,1,0.666666666666667
1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0.333333333333333,0,0,16.6666666666667,0,0,0,0,1.33333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,8.33333333333333,0,0,4,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,4,25.3333333333333,0,0,76.6666666666667,0,0,5.33333333333333,0,0,0,0,0,1.33333333333333,0.666666666666667
1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,93.3333333333333,0,0,0,0,2,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,1,0,0,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,10,0,0,0,0,0,0,0,1.66666666666667,12,0,0,0,0,0,5.33333333333333,0,0,0,0,0,1.33333333333333,0
1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,2.33333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,2.66666666666667,32.6666666666667,0,0,0,0,0,15.3333333333333,0,0,0,0,0,4,0.666666666666667
1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,5.66666666666667,0,0,2.33333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,4,44,0,0,0,0,0,6.33333333333333,0,0,0,0.333333333333333,0,2.66666666666667,1
1786,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.333333333333333,0,0,1,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,183.333333333333,0,0,0,0,0,1,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,3.66666666666667,0,0,0,0.666666666666667,0,2.33333333333333,0,0,2.33333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,2.66666666666667,26,0,0,0,0,0,7,0,0,0,0,0,1.33333333333333,1.33333333333333
1799,0,0,376.666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,10.3333333333333,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,100,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.666666666666667,0,1,17.3333333333333,0,0,0,0.333333333333333,0,2.66666666666667,0,0,0,0,0,0.333333333333333,1
1815,0,0,1033.33333333333,0,0,0,0,0,0,0,0,0,0,0,0,11.3333333333333,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,8.66666666666667,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0.333333333333333,1
1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,2.66666666666667,12.6666666666667,0,0,0,0,0,3.33333333333333,0,0,0,0,0,1.66666666666667,0.666666666666667
1841,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,1.33333333333333,14,0,0,0,0,0,0.666666666666667,0,0,0,0,0,1.33333333333333,0.333333333333333
1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667
1877,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,2.33333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,6,0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,0
1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.33333333333333,0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0
1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33333333333333,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,2,6.66666666666667,0,0,0,0,0,0.666666666666667,0,0,0,0,0,1,0
1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,7,0,0,0,0,0,0.666666666666667,0,0,0,0,0,2,1
1959,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,1.33333333333333,0,0,1.33333333333333,0,1.33333333333333,0.666666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.33333333333333,0,0,0,0,0,3,0,0,0,0,0,1,0.333333333333333
1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6666666666667,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,7.66666666666667,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0.666666666666667,1.66666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,5.33333333333333,3.66666666666667,0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,0
1980,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,10,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0,0,0,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0,0,0,0,0,0,0.666666666666667,0,0,4.66666666666667,0,2,1.66666666666667,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33333333333333,3.33333333333333,0,0,0,0,0,2,0,0,0,0,0,0.333333333333333,0
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,1,1.33333333333333,0,0,0.666666666666667,2.66666666666667,0.333333333333333,0,0,0,66.6666666666667,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.66666666666667,0,0,6,0.333333333333333,1,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,4.33333333333333,2.66666666666667,0,0,0,0,0,2,0,0,0,0,0,1.66666666666667,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,12.3333333333333,0,0,0,0.333333333333333,0,0,1,0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,1,10.6666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,0,0,6,0.333333333333333,0.333333333333333,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,0.333333333333333
